id,ingreso_txt,sexo_txt,edad,educ,exper,horas,k,formal,situacion,tamano,sector,satisf_txt,urbano,casado,hijos,provincia
2113,"632,95",hombre,42,11,24,157,2020.75,0,2,1,5,Feliz,0,0,0,EL ORO
2114,862.42,M,25,13,6,241,934.04,1,1,2,5,Muy triste,1,0,2,GUAYAS
2115,"1.597,95",Hombre ,27,9,13,224,655.39,1,1,3,2,Feliz,1,1,1,EL ORO
2116,"532,82",hombre,39,11,22,154,1370.91,0,3,3,4,Feliz,1,1,2,El  Oro
2117,525.28,MUJER ,99,6,5,156,3594.89,0,2,2,3,Triste,0,1,1,LOJA
2118,"393,54",H,57,4,41,152,1089.55,0,2,3,4,Normal,1,0,0,Azuay
2119,451.54,HOMBRE,59,7,43,206,598.6,0,2,1,3,Normal,1,1,3,El  Oro
2120,553.19,Mujer,31,5,17,70,1317.27,0,2,4,4,Triste,1,0,0,El  Oro
2121,NA,Hombre ,48,16,25,157,964.54,1,1,2,2,Muy feliz,1,0,2,el oro
2122,483.20,M,25,9,9,151,4172.56,1,1,2,4,Normal,1,0,0,EL ORO
2123,979.40,mujer,24,18,0,171,1266.56,1,1,1,3,Feliz,1,0,2,El Oro
2124,831.65,H,30,8,14,241,1948.96,0,3,4,3,Triste,0,0,1,El Oro
2125,705.79,hombre,38,15,17,161,701.46,0,2,2,4,Muy feliz,1,0,2, El Oro
2126,597.60,H,35,12,18,170,1245.54,0,2,2,3,Normal,1,0,1, El Oro
2127,"1.041,84",H,31,17,11,136,5554.91,1,1,3,3,Feliz,1,1,0,GUAYAS
2128,893.37,Hombre ,18,13,0,184,1830.82,1,1,1,3,Normal,0,0,3,EL ORO
2129,"637,61",H,47,8,32,132,4563.58,0,2,3,4,Normal,1,0,0,el oro
2130,816.84,Hombre ,47,12,29,173,1581.81,1,1,2,2,Muy feliz,1,0,1,Azuay
2131,,Hombre ,34,10,19,127,1369.88,1,1,1,5,Triste,1,1,0, Loja
2132,  425,MUJER ,27,14,4,221,592.79,1,1,3,4,Muy triste,0,0,1,AZUAY
2133,"717,21",Mujer,25,8,11,169,2366.53,1,1,1,4,Muy triste,1,0,0,EL ORO
2134,  1485,M,47,15,24,248,1886.09,0,2,1,4,Normal,1,1,0,EL ORO
2135,437.09,Hombre,63,11,45,155,961.68,0,3,1,4,Normal,1,0,0,El  Oro
2136,s/i,M,28,13,8,121,980.4,1,1,1,5,Triste,1,0,0, Loja
2137,794.08,Hombre ,19,11,3,152,865.83,0,2,2,1,Feliz,0,0,1,El Oro
2138,  1395, Mujer,40,16,16,204,1652.93,1,1,1,1,Feliz,0,1,2,Guayas
2139,477.40,mujer,18,13,2,196,497.97,1,1,1,3,Normal,1,0,2,El Oro
2140,  544,M,55,12,38,197,808.48,1,1,1,3,Feliz,1,1,2,EL ORO
2141,s/i,Hombre ,19,5,3,174,3044.75,1,1,1,3,Normal,0,1,1,Loja
2142,1036.63,HOMBRE,29,14,11,261,2294.38,1,1,1,4,Muy triste,0,1,2, Loja
2143,536.79,Hombre ,42,12,25,130,498.76,1,1,2,5,Normal,1,0,2,el oro
2144,"444,21",MUJER ,19,14,0,65,760,1,1,1,1,Feliz,1,1,2,el oro
2145,1076.06,M,27,17,3,188,864.28,1,1,1,3,Normal,0,0,0,El  Oro
2146,744.78,hombre,59,19,32,172,560.35,0,3,1,1,Normal,0,1,0,EL ORO
2147,866.12,H,45,7,29,999,3618.3,1,1,2,5,Triste,1,1,2,El Oro
2148,940.02,Mujer,63,99,44,155,5533.07,0,3,1,5,Feliz,1,1,,Guayas
2149,"675,50",HOMBRE,39,99,21,169,1356.92,0,2,1,4,Feliz,1,0,,AZUAY
2150,293.70,Hombre ,65,7,49,105,1235.43,0,2,1,1,Triste,1,1,3,EL ORO
2151,"470,88", Mujer,44,8,29,164,1286.45,0,2,3,3,Normal,0,1,2,LOJA
2152,  331, Mujer,62,2,48,181,2011.63,1,1,3,4,Feliz,0,1,1,AZUAY
2153,"592,35",M,20,13,1,138,1574.89,1,1,1,1,Muy feliz,1,0,0,El  Oro
2154,608.04, Mujer,31,2,16,191,1612.09,0,3,4,3,Normal,1,1,2,Loja
2155,"511,67",HOMBRE,42,10,25,142,342.8,1,1,2,3,Triste,1,0,2,AZUAY
2156,  1153,Hombre ,27,19,3,125,521.66,1,1,1,5,Normal,1,1,0,AZUAY
2157,"863,66",H,56,14,36,137,3916.52,1,1,1,2,Normal,1,1,1, Loja
2158,  742,Hombre ,35,18,10,113,1078.22,0,3,1,4,Triste,1,0,0, El Oro
2159,220.50,mujer,31,14,11,999,403.6,1,1,1,1,Feliz,0,1,5,EL ORO
2160,466.59,mujer,51,12,34,186,1768.23,0,3,1,1,Muy feliz,0,1,3,Azuay
2161,"1.262,05",Mujer,39,17,17,185,1103.09,1,1,3,3,Muy feliz,0,1,1,LOJA
2162,  476,HOMBRE,57,16,33,66,1375.33,0,2,1,3,Muy feliz,1,1,3, Loja
2163,790.60,Hombre ,43,11,25,191,522.63,0,3,1,1,Muy feliz,1,0,0,LOJA
2164,  558,Hombre ,45,12,29,150,1375.82,1,1,1,1,Feliz,0,0,0,GUAYAS
2165,879.48,MUJER ,43,13,25,163,1074.54,0,2,3,3,Normal,1,1,1, El Oro
2166,1138.11,Hombre,59,6,43,164,2075.82,1,1,4,1,Muy triste,0,0,0,El  Oro
2167,392.13,H,28,11,12,189,3072.37,0,2,3,3,Normal,1,1,1,El  Oro
2168,"541,26",MUJER ,41,14,20,119,1853.64,1,1,1,1,Triste,1,1,2, El Oro
2169,387.05,Hombre,99,8,19,125,477.73,0,3,2,1,Triste,0,1,3,Azuay
2170,630.76,H,45,6,30,172,2627.1,0,3,1,3,Feliz,1,0,1,El  Oro
2171,"1.102,13",Hombre ,44,17,22,185,1071.07,1,1,1,5,Feliz,0,1,3,EL ORO
2172,  348,H,50,5,33,143,684.11,0,2,1,1,Feliz,0,0,0, El Oro
2173,"500,77",Mujer,99,12,8,160,661.41,0,2,2,3,Feliz,1,0,1,LOJA
2174,  443,MUJER ,32,14,12,230,200.48,1,1,2,4,Triste,1,1,2,LOJA
2175,s/i,HOMBRE,19,9,4,204,735.86,1,1,1,2,Triste,0,1,2,Guayas
2176,1325.37, Mujer,47,16,25,297,1650.59,0,3,2,1,Muy triste,1,1,1,Azuay
2177,"727,22",HOMBRE,42,5,25,200,3007.61,0,2,1,1,Normal,1,0,2, El Oro
2178,"1.168,80",MUJER ,18,13,0,215,3992.23,0,3,3,2,Feliz,1,0,0,el oro
2179,"517,91",mujer,40,15,19,118,,1,1,3,1,Triste,1,0,1, El Oro
2180,1034.76,M,22,14,2,211,1359.75,1,1,1,2,Muy feliz,1,0,1,AZUAY
2181,1368.17,M,24,17,2,204,3243.58,1,1,3,4,Feliz,1,0,0,El  Oro
2182,836.34,Hombre ,37,6,24,122,814.96,0,2,3,5,Normal,1,1,1,El Oro
2183,"628,74",MUJER ,39,15,19,121,842.86,0,3,2,5,Triste,1,1,2,AZUAY
2184,654.89,MUJER ,64,12,47,160,1979.2,0,3,1,2,Normal,1,1,2,El  Oro
2185,531.90,H,22,15,1,144,702.64,0,3,4,2,Normal,1,0,2,AZUAY
2186,  896,Mujer,99,14,1,205,2053.9,1,1,4,3,Feliz,1,1,3,AZUAY
2187,"531,41",H,57,99,44,201,1949.56,0,2,2,1,Feliz,1,0,1,LOJA
2188,1038.01,Mujer,54,11,37,199,4315.63,1,1,1,2,Feliz,1,1,2, El Oro
2189,424.19,Hombre ,49,99,35,171,1168.85,0,3,1,1,Feliz,1,1,2, El Oro
2190,1332.40,H,40,9,26,291,2275.53,0,2,2,4,Triste,1,1,0, El Oro
2191,"701,14",H,64,13,45,106,1854.32,1,1,1,1,Normal,1,1,1,AZUAY
2192,"181,36",HOMBRE,64,3,49,143,621.85,0,3,4,5,Normal,1,1,5,El  Oro
2193,  666,H,29,13,11,197,1948.13,0,2,1,1,Triste,1,0,0,el oro
2194,1021.48,Hombre,55,15,35,154,1134.07,0,2,1,3,Muy feliz,0,0,0,LOJA
2195,"646,11",hombre,52,14,31,134,2702.97,0,3,2,1,Feliz,1,0,1,El Oro
2196,561.18,M,59,7,46,182,920.39,0,3,2,1,Triste,1,1,0,Loja
2197,712.63,M,49,7,38,244,1448.46,0,3,3,1,Triste,0,1,1,El Oro
2198,912.96,MUJER ,59,15,39,141,2606.67,0,2,1,3,Feliz,1,0,2, El Oro
2199,"700,89",M,35,14,15,187,496.36,0,2,1,5,Normal,0,1,3, El Oro
2200,NA,hombre,37,18,13,199,1241.79,1,1,1,5,Feliz,1,0,3,AZUAY
2201,"758,29",M,44,17,22,157,2130.49,1,1,2,1,Triste,1,1,2, Loja
2202,"535,45",Hombre,27,10,11,149,3034.15,1,1,1,4,Feliz,0,1,2,EL ORO
2203,"1.072,99", Mujer,50,11,34,233,4224.92,0,3,1,3,Normal,0,1,4,LOJA
2204,"786,00",Hombre ,43,18,17,175,975.68,1,1,4,4,Feliz,1,0,2,El  Oro
2205,"683,65",hombre,23,13,5,240,505.43,1,1,3,3,Feliz,1,1,2,LOJA
2206,199.90,HOMBRE,18,7,4,40,2862.5,0,2,1,5,Feliz,0,0,0,LOJA
2207,  514,Hombre,50,8,34,115,1163.35,0,2,3,5,Normal,0,1,1,GUAYAS
2208,"477,72",MUJER ,59,10,43,129,485.72,0,3,2,3,Feliz,1,0,0,El Oro
2209,"529,20",mujer,33,11,14,161,1249.13,1,1,2,2,Normal,1,1,3,Azuay
2210,640.01,Hombre ,35,11,20,197,657.78,1,1,3,4,Feliz,0,0,0,LOJA
2211,"1.184,71",Hombre,35,13,16,167,4965.52,0,3,2,3,Feliz,1,0,1,El  Oro
2212,"881,96",Hombre ,58,11,39,213,1395.12,0,3,1,1,Muy triste,1,1,1,El  Oro
2213,"650,00",H,28,9,15,146,1334.91,0,3,1,2,Feliz,0,0,3,El  Oro
2214,1618.86,hombre,39,15,18,184,4662.51,0,2,4,2,Muy feliz,1,1,, El Oro
2215,"412,40",Hombre,52,5,38,125,1009.13,0,3,3,3,Muy feliz,0,1,2, El Oro
2216,1495.46,Hombre ,21,10,6,276,2383.87,0,2,3,3,Feliz,1,0,0, El Oro
2217,931.67,HOMBRE,64,6,47,158,4909.05,0,3,4,1,Normal,0,0,1,EL ORO
2218,616.88,Hombre,52,12,35,148,3765.3,1,1,1,5,Triste,1,0,2, El Oro
2219,"313,48",HOMBRE,28,99,12,140,236.22,1,1,2,4,Muy triste,1,0,1,el oro
2220,,HOMBRE,37,15,14,177,2128.91,1,1,1,4,Feliz,0,1,1,El  Oro
2221,491.74,Hombre ,19,13,1,165,1204.29,0,3,1,2,Muy feliz,1,0,0,AZUAY
2222,476.68,Mujer,64,7,49,207,4888.35,1,1,1,1,Muy triste,0,1,1, El Oro
2223,"1.145,46",Hombre ,49,12,29,163,1043.25,0,2,3,3,Normal,0,1,3,EL ORO
2224,997.17,HOMBRE,30,16,9,170,2731.59,1,1,1,5,Triste,1,0,0,AZUAY
2225,1113.65,H,55,11,39,189,1669.15,1,1,3,4,Normal,1,1,3,AZUAY
2226,NA,Mujer,30,10,15,209,523.1,0,2,2,4,Normal,0,0,1,el oro
2227,"1.070,16",H,41,12,27,100,2459.85,0,3,4,2,Muy feliz,1,1,3, El Oro
2228,"865,36",Mujer,58,14,40,189,1006.64,0,2,1,2,Muy feliz,1,1,0, El Oro
2229,953.82,mujer,18,13,0,217,4118.69,0,2,4,2,Muy triste,1,0,2,GUAYAS
2230,"363,01", Mujer,36,12,17,148,512.5,0,3,1,3,Feliz,1,1,2,guayas
2231,  445,mujer,25,13,3,157,4142.97,1,1,1,3,Muy triste,1,0,0,EL ORO
2232,  928,Hombre ,24,9,11,202,2698.76,0,2,3,4,Muy feliz,1,0,2,el oro
2233,366.40,M,18,4,5,158,456.08,0,2,1,4,Feliz,1,1,3,LOJA
2234,586.06,MUJER ,25,6,13,201,1030.33,0,2,1,1,Normal,1,0,0,El  Oro
2235,591.83, Mujer,45,10,30,219,2958.41,0,2,1,1,Normal,1,1,2,el oro
2236,641.69,Hombre ,56,9,41,104,4452.29,0,2,2,5,Feliz,0,1,2,guayas
2237,"638,98",H,63,16,39,128,1453.02,1,1,2,5,Normal,0,1,1, Loja
2238,404.34, Mujer,18,5,3,206,1284.85,0,2,2,4,Muy triste,0,0,0, El Oro
2239,"629,16",Hombre ,61,10,44,245,550.46,1,1,2,3,Normal,1,1,2,El Oro
2240,"667,48",MUJER ,49,11,33,267,1392.94,1,1,1,5,Muy feliz,1,0,2,el oro
2241,"560,20",hombre,45,13,24,271,488.45,0,3,1,2,Normal,1,1,2,Loja
2242,"259,49",H,33,8,19,183,,1,1,1,1,Normal,1,1,0,El  Oro
2243,"428,51",Mujer,19,7,5,197,1011.97,1,1,3,1,Feliz,1,0,2,El  Oro
2244,991.77,Hombre,52,99,33,193,400.21,1,1,3,4,Muy feliz,1,1,2,Azuay
2245,565.03,hombre,25,11,7,134,903.24,0,3,4,2,Normal,0,1,1,Loja
2246,362.15,mujer,58,6,43,166,657.77,0,3,2,4,Feliz,0,0,2,El  Oro
2247,859.78,mujer,48,18,22,141,1769.48,1,1,1,5,Muy feliz,0,0,0, El Oro
2248,408.35,MUJER ,64,8,49,209,1954.36,0,2,1,3,Normal,0,1,3, El Oro
2249,"1.508,97",H,61,15,41,141,2544.34,1,1,2,1,Muy feliz,1,1,2,EL ORO
2250,709.00,Mujer,61,13,43,183,1702.88,1,1,1,4,Normal,1,0,2,El Oro
2251,"445,94",M,41,9,27,135,1468.42,0,2,2,1,Normal,0,1,1,El Oro
2252,"281,68",M,43,10,26,115,1282.76,1,1,1,4,Triste,0,1,0,Guayas
2253,864.51, Mujer,48,11,32,173,1238.04,1,1,2,4,Normal,1,1,3,AZUAY
2254,  413, Mujer,52,12,36,76,1044.78,0,3,3,2,Muy triste,1,0,0,El Oro
2255,932.22,mujer,99,14,18,235,1595.62,0,2,1,5,Normal,1,1,3, El Oro
2256,  465,hombre,50,13,32,183,1032.56,1,1,3,3,Triste,1,1,3,guayas
2257,s/i,Hombre ,41,10,24,143,2850.89,1,1,3,2,Triste,1,1,0,El Oro
2258,808.47,hombre,61,18,39,202,538.36,0,3,3,5,Normal,1,0,3, El Oro
2259,909.95,HOMBRE,34,15,13,162,1856.06,0,3,1,2,Feliz,1,1,2,Loja
2260,"564,17",MUJER ,33,9,18,155,1353.97,0,2,3,2,Triste,0,1,2, El Oro
2261,"1.077,20", Mujer,52,10,36,214,1420.84,0,3,2,2,Normal,0,1,2,Loja
2262,693.74,MUJER ,57,13,38,233,1165.98,1,1,2,1,Feliz,0,0,2,GUAYAS
2263,"948,22",H,21,11,5,165,524.89,1,1,4,5,Normal,0,0,1, El Oro
2264,  564,Hombre ,22,11,5,130,1394.84,0,2,1,1,Normal,1,0,0, El Oro
2265,979.27,HOMBRE,63,18,38,170,285,1,1,1,4,Normal,1,1,0,AZUAY
2266,"645,42",MUJER ,57,15,39,189,1099.86,0,3,1,5,Feliz,1,1,2,El Oro
2267,"625,04",H,44,6,27,259,819.91,1,1,1,5,Feliz,1,1,2, El Oro
2268,1624.43,HOMBRE,28,17,6,244,2116.69,1,1,3,5,Muy feliz,1,0,, El Oro
2269,  1157,Hombre ,29,14,11,145,1660.34,1,1,1,3,Normal,1,0,1,el oro
2270,  864,M,63,15,44,248,1258.03,1,1,2,3,Muy feliz,1,0,2,el oro
2271,  761,Hombre ,59,5,46,137,8600.98,0,2,3,3,Normal,1,0,1,EL ORO
2272,"554,69",MUJER ,65,13,46,92,11455.9,0,2,1,3,Normal,1,1,3,El Oro
2273,531.10,Mujer,31,7,17,185,1904.87,0,2,1,2,Muy feliz,0,1,2,AZUAY
2274,"827,83",Mujer,32,13,13,208,811.77,0,3,3,4,Muy feliz,0,0,0,guayas
2275,  662,MUJER ,38,12,21,179,6326.39,1,1,1,2,Muy triste,1,0,1,EL ORO
2276,1035.92,H,39,14,20,265,452.65,1,1,2,3,Normal,1,1,0, El Oro
2277,496.17,H,59,8,,155,650.95,0,2,1,3,Triste,1,1,0,el oro
2278,650.01,HOMBRE,27,8,8,201,1798.58,0,2,1,3,Triste,1,1,2,Azuay
2279,"921,61", Mujer,21,16,0,234,710.01,0,3,1,2,Triste,1,0,2,El Oro
2280,"660,94",hombre,23,99,5,160,,1,1,3,1,Feliz,1,0,0,AZUAY
2281,501.38,M,35,12,17,179,1123.21,1,1,2,3,Triste,0,1,1,Loja
2282,1318.10,Hombre,34,16,13,180,2242.86,1,1,1,5,Muy feliz,1,0,1,el oro
2283,  403,MUJER ,49,9,35,158,1444.33,1,1,2,2,Triste,1,1,3,EL ORO
2284,"717,80",MUJER ,20,14,0,217,1464.67,1,1,2,5,Muy triste,1,1,2,guayas
2285,406.20,Hombre,19,14,0,160,231.31,1,1,2,5,Normal,0,1,1,Azuay
2286,385.42,hombre,35,10,21,80,2836.97,0,2,1,3,Triste,0,1,2, El Oro
2287,"893,34",Hombre ,38,9,23,237,2407.38,0,2,1,2,Triste,0,0,0,Azuay
2288,"1.089,71",H,36,17,17,183,1984.36,0,3,1,5,Feliz,1,1,2,GUAYAS
2289,843.62,Hombre ,56,15,35,164,681.98,0,3,1,3,Feliz,1,1,2,El  Oro
2290,,H,22,11,6,201,3176.45,1,1,3,2,Triste,0,1,4,Azuay
2291,"528,86",HOMBRE,41,8,25,157,933.14,1,1,1,4,Normal,1,1,2,EL ORO
2292,"809,02",Hombre,51,16,30,118,3503.58,1,1,2,3,Muy feliz,1,1,,El Oro
2293,"504,90",mujer,36,5,20,140,,0,3,4,1,Feliz,1,0,2,El Oro
2294,"702,71",Hombre,49,11,33,157,1704.47,1,1,2,3,Muy feliz,1,1,2,El Oro
2295,571.28,M,30,13,12,141,1373.95,0,3,2,4,Normal,1,0,, El Oro
2296,"868,34",hombre,50,10,35,178,1515.62,1,1,2,3,Normal,1,1,2,GUAYAS
2297,619.82, Mujer,45,16,22,184,356.37,0,3,2,4,Feliz,1,0,2,El  Oro
2298,,mujer,23,14,2,225,718.53,0,2,1,4,Feliz,1,0,2, El Oro
2299,"614,63",Mujer,30,9,16,177,1599.04,0,2,2,1,Normal,1,1,0, El Oro
2300,  1060,H,32,17,8,165,632.61,0,3,2,4,Feliz,1,0,0,Azuay
2301,857.15,mujer,56,13,37,172,1918.88,0,3,1,1,Normal,1,1,2,el oro
2302,1100.64, Mujer,48,12,28,88,2836.22,1,1,3,5,Muy feliz,0,0,0,EL ORO
2303,952.19,H,34,14,11,180,2451.96,0,3,1,4,Normal,1,1,5,El  Oro
2304,  447,M,24,3,8,190,921.65,0,3,3,4,Normal,1,0,0,El Oro
2305,  697,MUJER ,22,10,5,145,1157.49,1,1,1,1,Muy feliz,0,0,0,EL ORO
2306,  602,Hombre,33,11,16,152,768.48,0,2,2,3,Triste,1,0,1,LOJA
2307,"402,52",Hombre,27,13,6,112,679.8,1,1,3,4,Muy triste,1,1,2,El  Oro
2308,159.71, Mujer,22,2,7,68,1121.83,0,2,1,4,Muy triste,1,1,1,El Oro
2309,"289,52",hombre,23,8,9,168,491.05,0,2,1,5,Muy triste,0,0,1, Loja
2310,  774,MUJER ,24,15,2,136,2455.29,0,2,1,4,Triste,1,0,0,LOJA
2311,452.33,hombre,21,6,7,105,1790.13,1,1,2,4,Normal,1,1,2,El Oro
2312,"1.086,90",hombre,21,9,8,999,2479.99,0,3,2,1,Muy triste,1,0,2,Azuay
2313,788.78,hombre,40,15,22,185,4156.9,0,2,2,4,Triste,1,0,0,Loja
2314,485.10,MUJER ,51,8,37,207,415.87,1,1,2,3,Triste,1,1,3, Loja
2315,779.13,Hombre ,39,17,18,135,793.16,1,1,2,3,Muy feliz,1,1,2,el oro
2316,"1.290,54",Hombre,53,15,32,212,963.07,0,3,2,3,Triste,1,1,1,EL ORO
2317,"390,32",Mujer,32,17,10,160,1917.13,1,1,1,2,Triste,0,1,1,El  Oro
2318,983.44,mujer,42,15,21,103,5547.86,0,3,2,5,Normal,1,0,0,el oro
2319,"396,61", Mujer,32,11,15,171,255.72,0,3,4,2,Muy triste,1,1,3,El  Oro
2320,523.58,Hombre,20,15,0,113,1917.88,1,1,1,4,Normal,0,0,2, El Oro
2321,726.77,M,18,13,0,181,2496.16,0,3,1,3,Triste,0,0,1, El Oro
2322,s/i,HOMBRE,61,8,46,192,1559.15,1,1,1,2,Muy triste,1,1,3,Guayas
2323,,H,41,12,23,175,897.27,1,1,1,4,Normal,1,0,1,El  Oro
2324,  186,Hombre,38,1,26,123,1799.84,0,2,2,1,Triste,0,0,0,El Oro
2325,"518,71",M,32,10,17,140,329.62,1,1,2,3,Triste,0,1,2,el oro
2326,"1.088,62",hombre,52,15,34,170,1474.47,1,1,2,4,Normal,0,1,2,El Oro
2327,s/i, Mujer,44,16,23,124,4669.41,0,3,2,3,Muy feliz,0,1,0,EL ORO
2328,"675,19",H,50,16,29,182,3196.91,1,1,1,4,Muy feliz,1,1,5,el oro
2329,507.34,H,18,13,0,145,1256.26,1,1,1,1,Feliz,1,0,0,el oro
2330,  672,H,31,11,13,175,634.18,0,2,1,3,Normal,0,0,0,Loja
2331,"349,66",hombre,47,15,24,89,987.88,1,1,1,2,Feliz,1,1,3,Loja
2332,  536,Hombre,52,10,33,198,569.93,0,2,1,4,Normal,1,1,2,AZUAY
2333,640.96, Mujer,27,11,11,124,4351.83,0,2,1,3,Feliz,1,0,1,EL ORO
2334,,Hombre ,29,10,13,250,629.69,1,1,1,3,Muy feliz,1,1,1,AZUAY
2335,,HOMBRE,27,19,1,145,1060.09,0,3,4,1,Feliz,0,0,1,EL ORO
2336,509.00,M,19,12,0,203,440.89,1,1,1,3,Feliz,1,0,0,EL ORO
2337,1236.97,M,23,14,3,225,1548.23,1,1,1,3,Feliz,1,0,0,Guayas
2338,"470,73",mujer,39,7,26,149,1804.28,0,3,2,1,Normal,1,1,0,Guayas
2339,343.23,MUJER ,19,12,2,157,1037.65,1,1,1,4,Muy feliz,1,1,2,el oro
2340,  440,Mujer,55,3,41,219,1709.15,0,3,4,4,Feliz,1,1,0,El Oro
2341,"477,06",Hombre,18,11,1,201,511.51,1,1,2,2,Feliz,1,1,1, El Oro
2342,"557,28",H,99,13,5,148,989.33,1,1,1,3,Muy triste,0,1,3, El Oro
2343,490.82,MUJER ,47,13,29,178,67.24,0,3,4,1,Normal,0,1,2,GUAYAS
2344,  1697,mujer,62,17,39,208,3873.42,0,2,3,2,Normal,1,1,3,Loja
2345,"996,00",Hombre,28,11,11,138,1028.93,0,2,3,3,Triste,0,0,0, El Oro
2346,"1.153,39",Mujer,44,11,26,204,2311.8,1,1,3,2,Normal,1,0,0,el oro
2347,NA,H,49,9,32,211,501.48,0,2,4,1,Normal,0,1,1,LOJA
2348,570.59,Hombre,49,6,34,103,1924.33,1,1,1,3,Triste,0,1,3,EL ORO
2349,647.44,Hombre,25,13,9,196,916.13,1,1,2,3,Muy feliz,0,0,2,El Oro
2350,"494,00",H,35,6,18,153,2435.37,0,2,2,1,Muy triste,1,1,0, El Oro
2351,  237,HOMBRE,18,8,0,72,1178.31,0,2,1,4,Triste,1,0,2, El Oro
2352,  475,Hombre,48,6,35,78,2065.71,0,3,4,2,Feliz,0,1,3,el oro
2353,493.79,Hombre ,21,11,3,193,,0,2,3,5,Muy triste,0,0,0, El Oro
2354,"381,52",mujer,28,9,11,74,302,1,1,2,4,Muy feliz,1,1,3, El Oro
2355,  554,mujer,58,14,36,77,723.98,1,1,3,3,Normal,1,1,0,El Oro
2356,496.22,M,35,17,9,214,441.22,0,2,1,4,Triste,0,1,2,El Oro
2357,"515,83",hombre,61,16,38,138,1102.09,1,1,1,4,Normal,1,0,0,el oro
2358,"1.333,55", Mujer,40,13,,109,3787.25,1,1,2,3,Muy feliz,1,1,1,El  Oro
2359,"1.165,85",H,42,15,20,126,11001.66,0,3,1,4,Normal,0,1,2,guayas
2360,  496,mujer,39,18,13,158,269.64,1,1,1,3,Normal,0,1,3,guayas
2361,"1.542,60",HOMBRE,53,14,32,211,2016.43,0,2,2,4,Triste,1,1,1,guayas
2362,"561,95",MUJER ,36,9,22,154,1666.41,1,1,1,4,Normal,1,0,0,El Oro
2363,548.32,Hombre,23,13,5,113,2649.43,0,2,2,3,Normal,1,1,2,EL ORO
2364,129.25,M,50,6,35,95,1107.7,0,2,1,3,Muy triste,1,1,1,El Oro
2365,658.35,Hombre ,25,10,5,241,219.87,1,1,4,4,Feliz,0,1,2,Guayas
2366,  820,HOMBRE,63,99,42,111,1409.06,1,1,2,2,Triste,0,1,4, Loja
2367,1091.71,HOMBRE,63,10,49,206,1173.24,0,2,2,1,Muy feliz,1,0,1,Azuay
2368,"999,44",MUJER ,37,10,20,157,1686.42,0,2,1,1,Muy feliz,1,0,1,AZUAY
2369,"455,59",Hombre ,52,11,34,129,625.59,0,2,2,2,Feliz,1,1,2,El Oro
2370,"1.022,94",Hombre ,31,5,16,183,8472.17,1,1,2,5,Muy feliz,1,1,3,El  Oro
2371,438.94, Mujer,28,13,13,105,1222.54,1,1,1,5,Normal,1,1,4, El Oro
2372,785.52,M,35,13,16,193,616.51,0,2,3,2,Normal,1,0,1,El  Oro
2373,428.97,hombre,30,6,16,178,891.38,0,2,3,4,Muy triste,0,0,2,EL ORO
2374,"690,42",M,18,13,0,165,1168.9,1,1,4,2,Feliz,0,1,2,EL ORO
2375,1986.73,mujer,38,17,15,999,1074.31,1,1,1,1,Muy feliz,0,0,0,El Oro
2376,"915,69",hombre,55,14,37,130,2835.88,0,3,1,4,Triste,0,0,0,AZUAY
2377,"553,06",Hombre ,60,16,37,88,259.38,1,1,3,1,Triste,1,0,1,El  Oro
2378,"506,47",MUJER ,46,11,28,180,737.51,1,1,2,1,Normal,0,1,1,El Oro
2379,"1.189,92",Mujer,45,14,27,163,1573.18,0,3,4,1,Triste,1,1,4,EL ORO
2380,NA,Hombre ,60,8,41,44,2258.08,0,3,1,2,Triste,1,0,0,AZUAY
2381,"679,75",Mujer,43,20,17,201,979.27,1,1,2,3,Muy feliz,1,1,1,El  Oro
2382,1401.57,H,55,12,37,162,2040.16,0,3,4,5,Feliz,0,0,1, El Oro
2383,  741,M,35,15,17,110,1387.09,1,1,4,3,Feliz,0,1,1,El  Oro
2384,  1442,M,18,13,0,184,1239.1,1,1,3,1,Normal,1,1,2,El Oro
2385,"537,56",M,22,15,1,199,604.82,1,1,2,5,Feliz,1,1,2, El Oro
2386,  356,mujer,30,9,16,228,705.64,0,3,1,1,Normal,1,0,1,El  Oro
2387,"637,70",MUJER ,55,7,38,999,969.16,0,2,3,4,Feliz,0,1,3,AZUAY
2388,  702,Mujer,21,13,1,125,1374.46,1,1,4,4,Muy triste,0,1,2,Azuay
2389,  920,Hombre ,31,10,13,157,2965.74,0,2,3,3,Normal,1,1,1, El Oro
2390,"991,78",Hombre ,29,19,3,246,1347.89,1,1,1,5,Feliz,1,0,0,Guayas
2391,"748,70",Mujer,61,14,41,209,639.52,0,3,1,3,Normal,0,1,1, El Oro
2392,"877,67",MUJER ,30,19,6,167,970.59,1,1,3,2,Normal,1,0,2,El Oro
2393,910.02,Hombre,27,14,7,151,1108.21,1,1,4,3,Muy feliz,1,1,2,El  Oro
2394,  736, Mujer,20,9,6,233,690.54,1,1,3,2,Feliz,0,1,2,El Oro
2395,"671,16",H,25,7,14,125,452.28,1,1,3,4,Triste,0,0,,EL ORO
2396,839.70,hombre,45,12,26,202,1045.96,1,1,1,3,Feliz,1,1,3, El Oro
2397,"604,28",Hombre,49,7,38,144,1001.28,0,2,2,4,Feliz,0,0,0,EL ORO
2398,470.67,HOMBRE,45,19,20,124,436.64,1,1,2,1,Normal,0,0,1,El  Oro
2399,s/i,Hombre,27,20,0,229,853.58,1,1,2,1,Muy feliz,1,0,2,AZUAY
